Track_Artist,Track,Artist,Release Date,Release Year,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Stimmung,Tempo,Key,Mode,Energy,Danceability,Beats per Bar,Track-URI,Album,Track-Popularity,Track-Bild,Artist-URI,Follower,Genre,Popularity,Artist-Bild
Sobran MotivosConjunto Rienda Real,Sobran Motivos,Conjunto Rienda Real,2/10/2023,2023,USA2P2304907,4171,20.7,145707423,11288,6908229,67,100716156,595346,,,,,,212,,,,2,19380361,7761,2490102,566844,0,,,,,,,,,,,,,,,,
Tacata (Remix)Tiagz,Tacata (Remix),Tiagz,12/22/2023,2023,USA2P2363165,4178,20.7,100634965,879,29458776,,19367095,200936,,,,1215044371,5,191,,2,3193,5,40877,1903,,291674,1,,,,,,,,,,,,,,,,
Million ReasonsLady Gaga,Million Reasons,Lady Gaga,10/6/2016,2016,USUM71609736,4175,20.7,825465124,71034,28288082,69,567425578,4410512,12171,4303879,38088467,1174849,106,4311,59,38,19976,54,158881679,90725,,4351780,0,melancholic,130,C,major,average energy,very danceable,4,7dZ1Odmx9jWIweQSatnRqo,Joanne (Deluxe),73,https://i.scdn.co/image/ab67616d0000b2738093238ec0c71ef7c95c8fb1,1HY2Jd0NmPuamShAr6KMms,34096030,art pop,90,https://i.scdn.co/image/ab6761610000e5eb4b09cd0839c6129c29d22f79
Can't Have MineDylan Scott,Can't Have Mine,Dylan Scott,2/18/2022,2022,USCRB2200013,417,20.7,98538888,14642,4147528,60,16119088,140631,100893,6565030,66770114,299226,15,211013,41,1,8732,13,65659307,5819,,532133,0,,,,,,,,,,,,,,,,
supï¿½ïıııııııııı,supï¿½ï,ıııııııııı,8/11/2023,2023,QZPLS2305099,4188,20.7,63642484,15618,1035077,65,15786520,508672,3056,89199660,833809283,,1,,,,,,89501,93,,40049,0,,,,,,,,,,,,,,,,
What Else Can I Do?Diane Guerrero,What Else Can I Do?,Diane Guerrero,11/19/2021,2021,USWD12112916,4186,20.7,186607065,18815,9312393,62,278576205,1476391,,44231105,371511075,65338805,14,220,,,,2,36298502,27656,,142768,0,,,,,,,,,,,,,,,,
YA NO TE EXTRAï¿½NATTI NATASHA,YA NO TE EXTRAï¿½,NATTI NATASHA,12/7/2023,2023,USB272300115,4179,20.7,9129729,1422,3777844,,78290967,103564,,,,1621817535,4,523,5,11,39011,12,,,,7164,0,,,,,,,,,,,,,,,,
Yankee 150Yandel,Yankee 150,Yandel,6/16/2023,2023,QM6P42372371,4189,20.7,126879048,19994,19160060,63,26943448,151763,1427,36122,389534,,25,9665,5,8,120693,12,21058757,1446,525588,199309,1,,,,,,,,,,,,,,,,
Yacht Club (feat. Juice WRLD)Lil Yachty,Yacht Club (feat. Juice WRLD),Lil Yachty,10/19/2018,2018,USUG11801956,4176,20.7,296469547,7125,11753515,62,39687605,346501,2084,345341,2575024,6328,10,808,,2,1406,,17918824,20468,54722837,340817,1,,,,,,,,,,,,,,,,
The One That Got AwayKaty Perry,The One That Got Away,Katy Perry,1/1/2010,2010,USCA21001266,4172,20.7,921351898,110426,34757269,67,1126799119,5603400,110393,54883634,397746382,528140571,40,25625,16,21,81354,16,302855271,220209,,4674619,0,exuberant,134,C♯/D♭­,minor,high energy,very danceable,4,2009X8GyWTqyxIdzAEYW6N,Teenage Dream,72,https://i.scdn.co/image/ab67616d0000b2731d955011a3ed477dc77865ad,6jJ0s89eD6GaHleKKya26X,35754253,pop,85,https://i.scdn.co/image/ab6761610000e5eb0988562f78810e47a6e3325f
La RomanaBad Bunny,La Romana,Bad Bunny,12/23/2018,2018,QM7281884731,4191,20.7,410897040,71655,16804911,68,428412819,3256737,15791,10068979,79348588,26238783,37,5585,19,8,184206,3,47439393,26404,,2764964,1,somber,126,C,major,high energy,very danceable,4,1khmgu0pveJbkbpbkyvcQv,X 100PRE,71,https://i.scdn.co/image/ab67616d0000b273519266cd05491a5b5bc22d1e,4q3ewBCX7sLwd24euuV69X,89352426,reggaeton,100,https://i.scdn.co/image/ab6761610000e5eb81f47f44084e0a09b5f0fa13
Soltera - RemixLunay,Soltera - Remix,Lunay,5/10/2019,2019,USA2P1927909,418,20.7,960753774,96971,42696430,67,,,1518,9253742,68313797,,95,18263,10,19,206475,29,124205996,30729,9048845,1945500,0,upbeat,92,F,major,high energy,very danceable,4,4t9a07PAghtQMRAIP9FQ7Z,Épico,74,https://i.scdn.co/image/ab67616d0000b273fddcbb546dd3440b1897c4c7,47MpMsUfWtgyIIBEFOr4FE,9748113,reggaeton,71,https://i.scdn.co/image/ab6761610000e5ebaf9e096cfe63bb5115890cb9
Fine Day AnthemSkrillex,Fine Day Anthem,Skrillex,7/7/2023,2023,USAT22306616,419,20.7,50471076,29417,28537805,65,6874694,138715,1161,228301,2893271,,19,619,165,11,28211,14,43293,142,,437498,0,,,,,,,,,,,,,,,,
Aking Pahinga - Sped Up VersionDro Perez,Aking Pahinga - Sped Up Version,Dro Perez,12/15/2022,2022,QZTB62239239,4184,20.7,4671066,357,205254,39,,,1800000,21960206,257457879,,,,,,,,,,,6026,0,,,,,,,,,,,,,,,,
Big Jet PlaneRestricted,Big Jet Plane,Restricted,12/9/2022,2022,DEUM72208091,4185,20.7,104493081,40264,10835008,64,4214887,50258,692,3447268,33784807,22312427,14,15281,,16,213835,,,,3146790,722782,1,,,,,,,,,,,,,,,,
The American Dream Is Killing MeGreen Day,The American Dream Is Killing Me,Green Day,10/24/2023,2023,USRE12300349,4181,20.7,15336055,4793,2283611,1,3725312,104259,142,187968,13261497,17026658,18,81755,192,7,9057,23,844692,298,,181059,1,,,,,,,,,,,,,,,,
Sarah's Place (feat. Noah Kahan)Zach Bryan,Sarah's Place (feat. Noah Kahan),Zach Bryan,9/21/2023,2023,USWB12305747,4183,20.7,125267352,19156,3913622,,1895430,964,,204223,1436305,,7,345,4,1,5334,24,8466580,2172,696721,91756,0,,,,,,,,,,,,,,,,
"Badass (From ""Leo"")Anirudh Ravichander","Badass (From ""Leo"")",Anirudh Ravichander,9/28/2023,2023,INS172309078,4174,20.7,80886056,4145,3673433,,94460422,1977999,,152661,1917705,,2,58,,,,18,2829,25,,3807,0,,,,,,,,,,,,,,,,
Fuga Pa Cali 2Grupo Los de la O,Fuga Pa Cali 2,Grupo Los de la O,11/12/2021,2021,QZMFV2000234,4182,20.7,274559147,28733,10567336,66,225016104,1056037,18,8935584,98720581,,7,11,4,,,11,10537539,262,2239350,592764,1,,,,,,,,,,,,,,,,
PanoZack Tabudlo,Pano,Zack Tabudlo,12/6/2021,2021,PHUM72100441,4173,20.7,261275106,28281,15565070,64,212525130,1350970,384326,66481618,582712801,56387,13,166,,,,,53001,244,,237547,0,,,,,,,,,,,,,,,,
All The Parties (feat. Chief Keef)Drake,All The Parties (feat. Chief Keef),Drake,10/6/2023,2023,USUG12306081,4177,20.7,48556312,18674,2057602,,3006021,4334,631,559278,4098401,,5,154,5,,,1,1338774,545,2264570,94446,1,,,,,,,,,,,,,,,,
When I Was Your ManBruno Mars,When I Was Your Man,Bruno Mars,12/7/2012,2012,USAT21206701,4187,20.7,2106040891,231184,111114931,81,275768987,2172034,237576,72740220,624816222,27825601,104,152868,228,184,1054128,39,,,,,0,somber,73,C,major,low energy,very danceable,4,0nJW01T7XtvILxQgC5J7Wh,Unorthodox Jukebox,86,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,0du5cEVh5yTK9QJze8zA0C,66225253,,95,https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd
CruiseFlorida Georgia Line,Cruise,Florida Georgia Line,1/1/2012,2012,USUM71207991,421,20.6,455780340,62047,17493880,67,2801769,34063,32146,1143655,11785941,,69,138702,281,5,6542,32,601741070,1027366,1839356,2690275,0,exuberant,148,A♯/B♭­,major,high energy,somewhat danceable,4,5BhsEd82G0Mnim0IUH6xkT,Here's To The Good Times,53,https://i.scdn.co/image/ab67616d0000b2736e89de7ebe87938fbb505628,3b8QkneNDz4JHKKKlLgYZg,5491395,country,72,https://i.scdn.co/image/ab6761610000e5ebaa2d9bd207a62adc3edf6631
Blood Sweat & TearsBTS,Blood Sweat & Tears,BTS,2/13/2017,2017,KRA381700240,4201,20.6,563366391,4227,1081064,43,1138081643,19259795,1454,44951221,247725561,127694240,3,,,1,18737,,,,,1045304,0,,,,,,,,,,,,,,,,
BAND4BANDCentral Cee,BAND4BAND,Central Cee,6/6/2024,2024,USSM22401074,874,51.6,86144467,1,24,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
All We Got (feat. KIDDO)Robin Schulz,All We Got (feat. KIDDO),Robin Schulz,10/16/2020,2020,DEA622000934,4215,20.6,267459903,56613,6099494,53,67857878,594378,160198,28393269,369606102,28714593,63,201505,,40,741931,7,293167,577,,2831037,1,upbeat,184,E,major,high energy,somewhat danceable,4,1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO),56,https://i.scdn.co/image/ab67616d0000b273815f7de523fb03ff606b7943,3t5xRXzsuZmMDkQzgOX35S,3165407,tropical house,79,https://i.scdn.co/image/ab6761610000e5eb869ddcc058c5ff2a459ad8d5
SinceramenteAnnalisa,Sinceramente,Annalisa,9/29/2023,2023,ITQ002301128,4204,20.6,67967157,3843,8133274,62,64206693,380795,,,,976254552,25,19331,,6,3796345,25,3969,55,,501689,0,,,,,,,,,,,,,,,,
DOLAANGGA DERMAWAN,DOLA,ANGGA DERMAWAN,5/21/2024,2024,QZYHM2416383,4212,20.6,4906976,182,3077523,62,11083107,171439,,,,,2,,,1,4686,,,,,2042,0,,,,,,,,,,,,,,,,
LieNF,Lie,NF,10/6/2017,2017,USUM71708227,4195,20.6,582549538,89956,24969551,69,231140951,2179847,101201,17464697,93392003,28442651,10,51559,,13,5047,2,254950295,76133,,2288366,0,melancholic,95,F,major,high energy,very danceable,4,07FkzikE6FuHIa8Ma7zJGc,Perception,72,https://i.scdn.co/image/ab67616d0000b273cd733919ee57d0cc466e152f,0WjcdSKSTiNtfM4uQDIPDm,5429,,31,https://i.scdn.co/image/ab67616d0000b273224e3de975885230a45ca8d4
Love ShotEXO,Love Shot,EXO,12/13/2018,2018,KRA301800573,4207,20.6,358620184,30692,7198195,65,710463080,9902612,115162,63526694,456814795,7717184,8,2786,13,3,9706,8,2591680,7873,,623684,0,somber,146,F,minor,high energy,very danceable,4,0yB4jrSwN0bFtFRDR5vyMj,LOVE SHOT– The 5th Album Repackage,68,https://i.scdn.co/image/ab67616d0000b273f7da7c0f322b7a1c95190d92,3cjEqqelV9zb4BYE3qDQ4O,9726633,k-pop,70,https://i.scdn.co/image/ab6761610000e5ebaf3c4b988a6fef40843cdc83
Have You Ever Seen The RainCreedence Clearwater Revival,Have You Ever Seen The Rain,Creedence Clearwater Revival,6/30/2023,2023,USC4R2334181,4196,20.6,,,,,,,,,,,,,,,,,,,,11085255,0,exuberant,116,C,major,average energy,very danceable,4,2LawezPeJhN4AWuSB0GtAU,Pendulum (Expanded Edition),83,https://i.scdn.co/image/ab67616d0000b27351f311c2fb06ad2789e3ff91,3IYUhFvPQItj6xySrBmZkd,7282352,classic rock,80,https://i.scdn.co/image/ab6761610000e5ebd2e2b04b7ba5d60b72f54506
Down In AtlantaPharrell Williams,Down In Atlanta,Pharrell Williams,11/18/2022,2022,USSM12208341,4214,20.6,92424493,45053,6604373,58,9282240,161536,22813,11813458,120998374,9009528,22,14373,83,23,374295,,1754240,811,1906965,314486,1,,,,,,,,,,,,,,,,
ExperimentoMyke Towers,Experimento,Myke Towers,9/23/2021,2021,USWL12100447,4216,20.6,228003109,58288,9225902,63,106513804,755609,2348,67461581,548393169,5576038,29,14998,10,12,49051,21,1494027,913,,910638,0,,,,,,,,,,,,,,,,
OnlyNicki Minaj,Only,Nicki Minaj,10/28/2014,2014,USCM51400340,4217,20.6,557775679,78471,21317084,60,174422564,1250134,55769,26346273,184569148,6,35,367,,11,73944,25,605054540,425555,,4162674,1,somber,179,G♯/A♭­,minor,average energy,somewhat danceable,3,1UZ25gykR30Oewh3dBRtVZ,The Pinkprint (International Deluxe Explicit),61,https://i.scdn.co/image/ab67616d0000b27305d647d0e976e7fb2460492e,0hCNtLu0JehylgoiP8L4Gh,33212495,,86,https://i.scdn.co/image/ab6761610000e5eb07a50f0a9a8f11e5a1102cbd
Ginseng Strip 2002Yung Lean,Ginseng Strip 2002,Yung Lean,1/1/2013,2013,SEY491300006,4202,20.6,276992369,10569,11367953,64,126116178,2585938,8515109,1684766527,17759263793,118201104,10,393,423,12,66615,,967609,4145,,3822373,1,somber,115,C♯/D♭­,major,high energy,very danceable,4,7v3rmoy5jcn4h5UqwQyCM3,Lavender,68,https://i.scdn.co/image/ab67616d0000b273581915272a4ffd12551c0202,67lytN32YpUxiSeWlKfHJ3,1030766,cloud rap,67,https://i.scdn.co/image/ab6761610000e5eb9203ea92f4c538f41e6eea8c
Good To BeMark Ambor,Good To Be,Mark Ambor,10/17/2023,2023,QM24S2307335,4192,20.6,81632951,14438,9855635,,10815357,15566,6047,4287181,42031379,,6,13292,,13,137275,1,69038,117,,500124,0,,,,,,,,,,,,,,,,
My HouseFlo Rida,My House,Flo Rida,3/17/2015,2015,USAT21500384,4205,20.6,1069960318,164242,38327757,71,475719992,3512318,834432,157571123,1824623443,207197068,81,45968,405,17,16555,13,,,,,0,upbeat,94,G,minor,high energy,very danceable,4,6Knv6wdA0luoMUuuoYi2i1,My House,74,https://i.scdn.co/image/ab67616d0000b2737947bf3e8af32378de181b41,0jnsk9HBra6NMjO2oANoPY,8802264,,80,https://i.scdn.co/image/ab6761610000e5eb655ca8f3196953554b479452
Sun to MeZach Bryan,Sun to Me,Zach Bryan,5/20/2022,2022,USWB12201490,4209,20.6,307125680,37085,4580996,78,23958351,115841,82568,11598936,91548493,237287388,5,1612,24,1,71,6,61065910,9915,2086392,170053,0,,,,,,,,,,,,,,,,
Malicious IntentionsPozer,Malicious Intentions,Pozer,4/19/2024,2024,GBARL2400393,4198,20.6,9034106,176,9486862,,2004196,33758,,,,24444704,3,752,2,5,205473,16,,,1375817,34516,1,,,,,,,,,,,,,,,,
Hours In SilenceDrake,Hours In Silence,Drake,11/4/2022,2022,USUG12208604,4218,20.6,147688885,45526,10274263,65,27720116,202844,4828,1267812,12548958,,11,134,2,1,3521,2,7663068,3362,,541833,1,,,,,,,,,,,,,,,,
TitleMeghan Trainor,Title,Meghan Trainor,9/9/2014,2014,USSM11406369,4193,20.6,205312051,28368,7213050,59,140553023,1777780,8936513,1042870769,11018922699,3660597,15,4257,72,15,5186,7,68138950,34917,,,1,exuberant,90,F,major,high energy,very danceable,4,18IwlUCETTJSrS0fYkZGEo,Title (Expanded Edition),43,https://i.scdn.co/image/ab67616d0000b2730753a386572b590eb0728227,6JL8zeS1NmiOftqZTRgdTz,15569110,,80,https://i.scdn.co/image/ab6761610000e5eb365984489dac7a79eac204e3
IDYoung Miko,ID,Young Miko,6/2/2023,2023,QZXD92300004,4197,20.6,118689822,21235,10088905,61,45565540,435913,625,23571763,215516634,7014186,17,3615,22,5,1370903,5,1171962,267,314977,227408,1,,,,,,,,,,,,,,,,
In My HeadJuice WRLD,In My Head,Juice WRLD,10/28/2022,2022,USUG12207965,4194,20.6,136878823,44098,14028444,62,46128261,705084,2194,2045576,17208694,7484886,10,817,1,2,113827,7,6354076,3193,,164132,1,,,,,,,,,,,,,,,,
Bori6ix9ine,Bori,6ix9ine,3/31/2023,2023,QZJ842002915,4206,20.6,15856627,4695,494348,,93467042,1598098,5882,46238462,830680479,,,118,,1,18344,,46675,506,,424524,0,,,,,,,,,,,,,,,,
El PerdedorMaluma,El Perdedor,Maluma,12/19/2016,2016,TCACU1692618,4219,20.6,783995,108,24816,,1311271229,3481101,,,,193678413,,,,,,,,,,,0,exuberant,174,C,minor,high energy,very danceable,4,1iEwyiSLAunPR6uouANE0O,"Pretty Boy, Dirty Boy",76,https://i.scdn.co/image/ab67616d0000b2733c3acd23605ccd1a9fd038bd,1r4hJ1h58CWwUQe3MxPuau,35708036,reggaeton,86,https://i.scdn.co/image/ab6761610000e5eba9bc74fbec09e03f06cddf44
BallerShubh,Baller,Shubh,9/9/2022,2022,QMBZ92275950,4211,20.6,261975922,21887,4773032,66,134202748,1512168,199453,8277557,146849902,4244389,14,512,,,,2,28352,43,,240426,0,,,,,,,,,,,,,,,,
Remember That Night?Sara Kays,Remember That Night?,Sara Kays,11/6/2020,2020,USAT22007230,42,20.6,363510259,62841,29185291,68,45636634,61565,98763,135673629,907351760,7103,51,12357,17,12,12103,,44733897,9429,15009558,663298,0,,124,G,minor,high energy,very danceable,4,1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,70,https://i.scdn.co/image/ab67616d0000b273f36780c7d24ed9e6340c1fde,7Lk9V7E1u5gqSHmtcKlOqH,489102,,58,https://i.scdn.co/image/ab6761610000e5eb4ab3b8df4648b303484a692d
Hummingbird (Metro Boomin & James Blake)Metro Boomin,Hummingbird (Metro Boomin & James Blake),Metro Boomin,6/2/2023,2023,USUM72307467,4208,20.6,88524099,26884,4613355,63,25881919,309105,1897,2333269,15122285,15453,14,124,,1,8934,2,1714633,2461,,828611,0,,,,,,,,,,,,,,,,
Tigini (Remix)Kikimoteleba,Tigini (Remix),Kikimoteleba,5/20/2022,2022,ES71G2217944,4199,20.6,97902676,29131,4436551,58,201368546,3657987,292,23173,334079,20853109,7,2981,,3,25321,6,,,634462,401243,0,,,,,,,,,,,,,,,,
"ıı Isso Bebıı, Tıı Certa!Mc IG","ıı Isso Bebıı, Tıı Certa!",Mc IG,3/20/2024,2024,BRWMB2400226,4213,20.6,37218252,3393,15690540,,19919550,196089,,,,118545121,,,,17,934431,13,,,,,1,,,,,,,,,,,,,,,,
Sobredosis (feat. Ozuna)Romeo Santos,Sobredosis (feat. Ozuna),Romeo Santos,7/21/2017,2017,USSD11700341,422,20.6,433074753,46083,14763723,69,733383572,3063277,90882,27678224,271273148,69819676,20,3824,39,11,178299,18,105783651,31025,,2169286,0,upbeat,128,E,minor,high energy,very danceable,4,1WbXIpiGBJkCiv3hn40iPB,Golden,71,https://i.scdn.co/image/ab67616d0000b273827d0777f8cccdf5b7481442,5lwmRuXgjX8xIwlnauTZIP,23958772,bachata,85,https://i.scdn.co/image/ab6761610000e5eb6d8b48abede0f9e433aa6e49
Bound 2Kanye West,Bound 2,Kanye West,1/1/2013,2013,USUM71307523,4239,20.5,948562412,227652,30088786,76,179763989,1952137,137434,79393828,509550794,2115923,52,1601,23,13,34894,20,21177888,78958,31181184,2295441,1,somber,149,C♯/D♭­,major,high energy,not very danceable,4,3sNVsP50132BTNlImLx70i,Yeezus,80,https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9,5K4W6rqBFWDnAN6FQUkS6x,28850039,rap,92,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a
Proteï¿½ï¿½ï¿½ï¿½oTarcï¿½ï¿½sio do Acor,Proteï¿½ï¿½ï¿½ï¿½o,Tarcï¿½ï¿½sio do Acor,7/2/2021,2021,BCTOE2100085,4232,20.5,102703448,10682,3907728,58,390456652,2179957,14289,4402423,46539050,20583147,3,373,,4,189807,2,,,4230390,89564,0,,,,,,,,,,,,,,,,
Piï¿½ï¿½o de Vida LJapï¿½ï¿½,Piï¿½ï¿½o de Vida L,Japï¿½ï¿½,4/27/2023,2023,BCSUV2303160,4244,20.5,36593527,4601,3863720,55,94498808,630206,4722,64661196,1517249875,18850454,1,2,,,,2,,,,334171,0,,,,,,,,,,,,,,,,
COULD BE WRONGLOSTBOYJAY,COULD BE WRONG,LOSTBOYJAY,12/2/2022,2022,GBUM72208113,4223,20.5,56645454,3989,4540523,67,9185128,133475,16025,6899191,75363545,,4,3089,18,6,27747,6,,,4723712,3063,0,,,,,,,,,,,,,,,,
Night Away (Dance) (feat. Tion Wayne)A1 x J1,Night Away (Dance) (feat. Tion Wayne),A1 x J1,3/3/2022,2022,GBUM72200940,4253,20.5,148855365,68961,4738866,57,21320423,302697,54045,14221839,164949728,11866650,9,16726,,9,20327,6,,,,719356,1,,,,,,,,,,,,,,,,
Empire State Of MindJAY-Z,Empire State Of Mind,JAY-Z,9/8/2009,2009,USJZ10900031,4231,20.5,1021647566,253182,78527028,77,608425147,4576133,70684,21707894,179539671,22687602,139,2996,,77,1163334,43,,,,13107981,1,exuberant,174,G♯/A♭­,minor,high energy,somewhat danceable,4,2igwFfvr1OAGX9SKDCPBwO,The Blueprint 3,80,https://i.scdn.co/image/ab67616d0000b273fec1b815bb3c50a64a90fd10,3nFkdlSjzX9mRTtwJOzDYB,9746798,hip hop,83,https://i.scdn.co/image/ab6761610000e5ebc75afcd5a9027f60eaebb5e4
Paradise - Radio EditColdplay,Paradise - Radio Edit,Coldplay,12/26/2011,2011,GBAYE1101144,4245,20.5,1287292679,143,20596,,1869323331,9256071,,,,253040757,,7718,,,,,,,,,0,,,,,,,,,,,,,,,,
All Eyes On You (feat. Chris Brown & Nicki Minaj)Meek Mill,All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,6/27/2015,2015,USAT21501575,4237,20.5,369947896,53156,11632300,62,1180773743,5461869,21506,3270191,22026802,163934131,26,28859,48,6,26325,10,,,,,1,,,,,,,,,,,,,,,,
Starboy - LiveThe Weeknd,Starboy - Live,The Weeknd,3/3/2023,2023,USUG12301497,425,20.5,6231986,602,1043775,43,219872306,1538709,84,103579,676012,126984,,,,,,,7762,1165,,,1,,,,,,,,,,,,,,,,
BubaluBecky G,Bubalu,Becky G,11/6/2018,2018,QZ7B81700010,4236,20.5,392308500,47157,12359129,64,559183696,3199782,149092,12034242,93606502,30712745,21,789,,12,29748,15,75336645,20381,,1212362,0,somber,146,F♯/G♭­,minor,low energy,very danceable,4,7dNwJbsT0sg1le5kVugGJb,Bubalu,67,https://i.scdn.co/image/ab67616d0000b273d4109852bbf94774833e8d05,4obzFoKoKRHIphyHzJ35G3,15714167,reggaeton,77,https://i.scdn.co/image/ab6761610000e5eb689f28b643fd40a523e00a96
ESCAPE PLANTravis Scott,ESCAPE PLAN,Travis Scott,11/5/2021,2021,USSM12104018,4247,20.5,200895335,76844,14032430,63,35120030,692065,9426,11969584,113665392,204246141,28,8857,52,20,666758,15,14971256,2425,,330838,1,,,,,,,,,,,,,,,,
TiK ToKKesha,TiK ToK,Kesha,8/7/2009,2009,USRC10900433,4226,20.5,1204914998,198352,129620346,80,206057670,1772119,1086581,138077337,1322923785,7243317,194,171829,130,122,2291036,77,230228038,38675,,7150174,0,upbeat,120,D,minor,high energy,very danceable,4,0HPD5WQqrq7wPWR7P7Dw1i,Animal (Expanded Edition),83,https://i.scdn.co/image/ab67616d0000b2737a6339d6ddfd579f77559b3c,6LqNN22kT3074XbTVUrhzX,8435658,,81,https://i.scdn.co/image/ab6761610000e5eb2ac07249400857d8b16dc17a
"The Banjo Beat, Pt. 1Ricky Desktop","The Banjo Beat, Pt. 1",Ricky Desktop,8/21/2020,2020,QZK6L2004258,4228,20.5,34096694,1215,1243018,46,2821703,78992,3593157,593480076,6811158348,,1,59,,,,,37514935,3236,,791308,0,,,,,,,,,,,,,,,,
Sweet VenomENHYPEN,Sweet Venom,ENHYPEN,11/17/2023,2023,USA2P2343662,4233,20.5,88814008,6254,5540598,,51139042,1197944,,1164,342,66775460,6,1042,73,4,230512,11,,,339436,138797,0,,,,,,,,,,,,,,,,
I KNOW ?Travis Scott,I KNOW ?,Travis Scott,7/28/2023,2023,USSM12305012,121,139.5,532605345,128534,31725858,81,97958347,1237197,3229,108595670,947194801,259363238,46,107637,57,33,1423258,40,6334599,8712,12785993,1861958,1,,,,,,,,,,,,,,,,
Blinding LightsxSyborg,Blinding Lights,xSyborg,3/13/2021,2021,QZLBC2302779,4229,20.5,4261328190,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Feel This MomentPitbull,Feel This Moment,Pitbull,1/1/2009,2009,USRC11201328,4243,20.5,687212492,158127,52673092,74,830074389,3735861,112554,51638369,388454078,264030016,49,1411,199,31,46407,11,323641777,173661,15618720,10452280,0,,136,G,major,high energy,very danceable,4,0Hf4aIJpsN4Os2f0y0VqWl,Global Warming: Meltdown (Deluxe Version),76,https://i.scdn.co/image/ab67616d0000b273f2486b438645e97b523e4f90,0TnOYISbd1XYRBk9myaseg,11167463,,85,https://i.scdn.co/image/ab6761610000e5eb4051627b19277613e0e62a34
Ocean DriveDuke Dumont,Ocean Drive,Duke Dumont,7/31/2015,2015,GBUM71504503,4246,20.5,624262344,152117,23361260,68,139990813,953527,30003,5605679,61873397,41851,180,56327,34,50,357747,3,70073404,48317,15506367,13112923,0,,115,G♯/A♭­,minor,high energy,very danceable,4,4b93D55xv3YCH5mT4p6HPn,Duality,71,https://i.scdn.co/image/ab67616d0000b2733ce84b2c05a3bac3d48c8217,61lyPtntblHJvA7FMMhi7E,752360,house,66,https://i.scdn.co/image/ab6761610000e5eb208e2d15d19c97801c0bd5fc
Love StoryDisco Lines,Love Story,Disco Lines,9/22/2020,2020,USUG12003755,4224,20.5,18566967,74,851076,40,1349513,12007,4189200,555006842,4579547361,144,3,123,,1,1331,,695957,653,,86559,0,somber,128,D,major,high energy,very danceable,4,2duyHVCqcaX2FSwjzuZijF,Love Story,43,https://i.scdn.co/image/ab67616d0000b273ff7209b65e4587d5c3195fb7,5Kmr0b3ip8g9P2i0dLTC3Z,155394,stutter house,60,https://i.scdn.co/image/ab6761610000e5eb85524e76c4d8ddd93dbf6b19
Feel SpecialTWICE,Feel Special,TWICE,9/23/2019,2019,US5TA1900074,4251,20.5,361382812,27358,7905495,64,607728749,5763424,45456,31985856,277620586,77718925,32,1147,8,7,65007,12,2155171,526,,392812,0,,129,,,energy,danceable,,3Hz3tTQwOdM6XkA0ALB2G9,Feel Special,67,https://i.scdn.co/image/ab67616d0000b273a6b5e9128d7029ebb48bcf2b,7n2Ycct7Beij7Dj7meI4X0,21257877,k-pop,81,https://i.scdn.co/image/ab6761610000e5ebca6c145421fa9ceb58d6f9d4
Me Porto Bonito - RemixELITE Djs,Me Porto Bonito - Remix,ELITE Djs,10/20/2022,2022,QZW9K2261810,4357,20.5,,10,359,7,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Goin BabyDaBaby,Goin Baby,DaBaby,3/1/2019,2019,USUM71902960,4248,20.5,225260644,51066,7548486,53,75234764,918947,35536,6376897,55987733,2015013,11,3,,7,27786,5,43493680,29264,51300270,357955,1,upbeat,133,F♯/G♭­,major,high energy,very danceable,4,3WyRgi8CzQnhzO0xw79tTS,Baby On Baby,55,https://i.scdn.co/image/ab67616d0000b27374d72ebd51dd5781d5f83ffd,4r63FhuTkUYltbVAg5TQnk,12419659,,79,https://i.scdn.co/image/ab6761610000e5ebbd6918901c1714560669f570
Stay With MeCalvin Harris,Stay With Me,Calvin Harris,7/15/2022,2022,GBARL2201570,4242,20.5,142927322,3281,11080526,56,11242174,91853,650,220765,4614852,164246,42,122408,57,44,699913,34,694551,946,,1773915,0,,,,,,,,,,,,,,,,
